group	db_name	bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
T4J	T4J_bin_36	bin_36	1277989	244	5872	40.760950677101036	47.88732394366197	4.225352112676056	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp024638165
T4J	T4J_bin_37	bin_37	2195379	521	4226	55.43800446593872	59.15492957746479	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Spongiibacter	
T4J	T4J_bin_38	bin_38	1106447	266	4193	30.315618774305932	33.80281690140845	0.0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
T4J	T4J_bin_39	bin_39	1212825	260	4957	39.53953305135725	45.070422535211264	0.0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
T4J	T4J_bin_4	bin_4	3116411	401	9316	40.566201548043246	47.88732394366197	0.0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	LPB0316	LPB0316 sp014898095
T4J	T4J_bin_40	bin_40	1587093	357	4615	51.32551398503462	53.521126760563384	8.450704225352112	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LGRT01	LGRT01 sp016778765
T4J	T4J_bin_5	bin_5	2575513	365	8299	41.50537263675176	60.563380281690144	9.859154929577464	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Glaciecola	Glaciecola sp000155775
T4J	T4J_bin_6	bin_6	3328655	162	28927	44.37109736401966	78.87323943661971	5.633802816901408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bermanella	Bermanella sp002683575
T4J	T4J_bin_7	bin_7	2943285	218	18644	60.653374211496036	71.83098591549296	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	CAJXSO01	CAJXSO01 sp913061505
T4J	T4J_bin_8	bin_8	5870079	316	32846	41.64232677376528	53.521126760563384	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Pseudoalteromonas	
T4J	T4J_bin_9	bin_9	3094487	275	15490	35.47845258073545	73.2394366197183	0.0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	Lishizhenia tianjinensis
T3C	T3C_bin_1	bin_1	3164458	404	9385	44.78044594525534	91.54929577464789	0.0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-21967	Dasania	Dasania sp024734385
T3C	T3C_bin_10	bin_10	2751397	318	11480	65.44910589435055	85.91549295774648	4.225352112676056	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	RGAU01	RGAU01 sp009919975
T3C	T3C_bin_11	bin_11	2573250	114	45367	56.64547524685022	100.0	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp016780765
T3C	T3C_bin_12	bin_12	1611036	72	40184	40.68014955729187	97.1830985915493	2.816901408450704	Bacteria	Bacteroidota					
T3C	T3C_bin_13	bin_13	1232197	78	32944	60.10269820381197	98.59154929577464	0.0	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Pontimonas	Pontimonas sp002172585
T3C	T3C_bin_14	bin_14	1996065	90	32743	56.84764272642706	100.0	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA1172	UBA1172 sp002457135
T3C	T3C_bin_15	bin_15	1653010	193	10512	52.76466713723943	88.73239436619718	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	Luminiphilus sp003331335
T3C	T3C_bin_16	bin_16	3371639	250	20845	47.6231958011353	64.78873239436619	1.408450704225352	Bacteria						
T3C	T3C_bin_17	bin_17	1752638	66	40738	40.42714237074782	84.50704225352112	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp002364535
T3C	T3C_bin_18	bin_18	1915987	153	18273	54.87449047171179	66.19718309859155	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	HIMB100	HIMB100 sp000238815
T3C	T3C_bin_19	bin_19	1885022	61	58290	51.1136816476346	98.59154929577464	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA8317	UBA8317	UBA8317	UBA8317 sp002469865
T3C	T3C_bin_2	bin_2	3108864	155	35144	44.611115761517944	64.78873239436619	0.0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bermanella	Bermanella sp002683575
T3C	T3C_bin_20	bin_20	2827460	132	37537	57.570023894950914	69.01408450704226	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
T3C	T3C_bin_21	bin_21	3154096	352	11328	65.74381002821714	91.54929577464789	1.408450704225352	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	
T3C	T3C_bin_22	bin_22	2365588	165	20862	48.54658950039354	69.01408450704226	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	
T3C	T3C_bin_23	bin_23	2995099	623	5052	44.78897418831568	67.6056338028169	5.633802816901408	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Vibrionaceae	Vibrio	
T3C	T3C_bin_24	bin_24	1645903	183	11644	47.62124685206896	59.15492957746479	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	JADHLI01	JADHLI01 sp016780775
T3C	T3C_bin_25	bin_25	1835826	492	3714	59.6710623248408	46.478873239436616	1.408450704225352							
T3C	T3C_bin_26	bin_26	1329054	35	63019	39.51045577288653	94.36619718309859	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7446	UBA7446 sp017856205
T3C	T3C_bin_27	bin_27	1981273	135	21821	48.19447864956804	61.971830985915496	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	JADHLI01	JADHLI01 sp022425485
T3C	T3C_bin_28	bin_28	2524440	226	18576	53.195890105514685	54.929577464788736	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	
T3C	T3C_bin_29	bin_29	2145435	80	36209	47.06791085627952	100.0	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA12202	UBA12202 sp016778985
T3C	T3C_bin_3	bin_3	2454344	124	30101	64.33795643946661	53.521126760563384	1.408450704225352	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	RGAU01	
T3C	T3C_bin_30	bin_30	1478887	191	9237	45.75829668389829	84.50704225352112	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales			
T3C	T3C_bin_31	bin_31	1726711	89	28689	40.74515954714438	94.36619718309859	7.042253521126761	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp003538555
T3C	T3C_bin_32	bin_32	2521476	198	16996	55.134224365892074	78.87323943661971	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	MED-G116	MED-G116 sp004212735
T3C	T3C_bin_33	bin_33	2267549	189	20100	40.45917775293331	43.66197183098591	0.0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Glaciecola	Glaciecola sp000155775
T3C	T3C_bin_34	bin_34	2704580	151	24194	56.51864682815927	92.95774647887323	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	
T3C	T3C_bin_35	bin_35	3561337	72	73556	57.86298947653348	95.77464788732394	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassococcus	Thalassococcus halodurans
T3C	T3C_bin_36	bin_36	1923263	31	77946	54.087496623234564	98.59154929577464	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	RS24	UBA7378	UBA7378 sp002469805
T3C	T3C_bin_37	bin_37	1871245	182	12952	41.926496614555234	80.28169014084507	1.408450704225352	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	UBA1275 sp002457365
T3C	T3C_bin_38	bin_38	2477504	224	14660	60.656067822451696	85.91549295774648	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp004213025
T3C	T3C_bin_39	bin_39	1317347	132	12242	51.05654432876029	90.14084507042253	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	HIMB30	
T3C	T3C_bin_4	bin_4	1338888	122	15148	41.14922786678585	92.95774647887323	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp002292265
T3C	T3C_bin_40	bin_40	2465020	166	20925	60.59048468727097	91.54929577464789	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp002457745
T3C	T3C_bin_41	bin_41	3345302	116	46582	44.36975762682223	91.54929577464789	1.408450704225352	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	PZPK01	PZPK01 sp022447365
T3C	T3C_bin_42	bin_42	2023899	288	8071	51.71794267272788	50.70422535211268	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LGRT01	LGRT01 sp016778765
T3C	T3C_bin_43	bin_43	1904903	260	9260	57.46196897752937	59.15492957746479	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp003149575
T3C	T3C_bin_44	bin_44	1671961	99	28357	41.49633012776096	95.77464788732394	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA5951	UBA5951 sp016779005
T3C	T3C_bin_45	bin_45	1600603	273	6446	56.35872492901868	60.563380281690144	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	M30B80	M30B80 sp015693905
T3C	T3C_bin_46	bin_46	1969571	343	6264	56.034077617188295	57.74647887323944	5.633802816901408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	
T3C	T3C_bin_47	bin_47	1267131	178	8970	46.45855259592507	52.11267605633803	0.0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp016780435
T3C	T3C_bin_48	bin_48	1130988	65	32664	29.484872534874846	78.87323943661971	5.633802816901408	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G14	MED-G14 sp004321735
T3C	T3C_bin_5	bin_5	1707815	39	69160	40.777169184697776	94.36619718309859	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA11891	UBA11891 sp009886755
T3C	T3C_bin_6	bin_6	2916892	444	7597	44.57938993223569	50.70422535211268	1.408450704225352	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bermanella	Bermanella marisrubri
T3C	T3C_bin_7	bin_7	3602877	173	34674	42.314024476774485	92.95774647887323	4.225352112676056	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bermanella	Bermanella sp913054055
T3C	T3C_bin_8	bin_8	1837436	80	33018	39.67061911629431	92.95774647887323	0.0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticimaribacter	Arcticimaribacter sp022424955
T3C	T3C_bin_9	bin_9	1697557	112	21228	53.47726395342748	98.59154929577464	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA3439	UBA3439 sp016780525
T4C	T4C_bin_1	bin_1	2241559	389	6301	55.79894827002722	71.83098591549296	11.267605633802816	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	
T4C	T4C_bin_10	bin_10	2067752	179	15685	46.99883116533473	97.1830985915493	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA12202	UBA12202 sp016778985
T4C	T4C_bin_11	bin_11	1570822	207	9352	41.969156347836694	60.563380281690144	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA5951	UBA5951 sp016779005
T4C	T4C_bin_12	bin_12	1535270	157	11246	39.6991723717869	70.4225352112676	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticimaribacter	Arcticimaribacter sp022424955
T4C	T4C_bin_13	bin_13	2176864	321	7978	48.43301071205312	53.521126760563384	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	
T4C	T4C_bin_14	bin_14	2673484	253	14138	64.1387585040965	69.01408450704226	4.225352112676056	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	RGAU01	RGAU01 sp016779385
T4C	T4C_bin_15	bin_15	1087657	114	11348	39.880637650171046	76.05633802816901	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7446	
T4C	T4C_bin_16	bin_16	1335017	292	4735	55.71251565900065	59.15492957746479	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
T4C	T4C_bin_17	bin_17	1902781	317	6484	51.630580145668695	73.2394366197183	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LGRT01	LGRT01 sp016778765
T4C	T4C_bin_18	bin_18	1507277	113	19356	40.90620678631278	90.14084507042253	4.225352112676056	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
T4C	T4C_bin_19	bin_19	1819810	93	26112	53.804947621153445	94.36619718309859	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	RS24	UBA7378	UBA7378 sp002469805
T4C	T4C_bin_2	bin_2	2083367	347	6745	55.76055184790087	67.6056338028169	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA4421	UBA4421 sp004213835
T4C	T4C_bin_20	bin_20	1471565	198	8956	41.64600437950133	77.46478873239437	1.408450704225352	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	UBA1275 sp002457365
T4C	T4C_bin_21	bin_21	2178424	316	8169	60.67126261448893	85.91549295774648	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp004213025
T4C	T4C_bin_22	bin_22	2299762	273	10867	52.728493669466594	69.01408450704226	5.633802816901408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	
T4C	T4C_bin_23	bin_23	2582929	377	8485	40.20245920325786	38.028169014084504	5.633802816901408	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Glaciecola	Glaciecola sp000155775
T4C	T4C_bin_24	bin_24	3250095	397	10628	47.61585368502429	52.11267605633803	7.042253521126761	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Oleispira	
T4C	T4C_bin_25	bin_25	2615659	426	6865	65.16504963601254	76.05633802816901	1.408450704225352	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	
T4C	T4C_bin_26	bin_26	2292303	244	11215	54.64852765292557	81.69014084507042	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	MED-G116	MED-G116 sp004212735
T4C	T4C_bin_27	bin_27	1611593	228	9134	40.72311231418716	59.15492957746479	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp009936675
T4C	T4C_bin_28	bin_28	3505411	161	34160	57.68062948017003	91.54929577464789	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassococcus	Thalassococcus halodurans
T4C	T4C_bin_29	bin_29	2234089	212	15236	60.65049792039671	60.563380281690144	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp002457745
T4C	T4C_bin_3	bin_3	2681178	220	18070	57.26017186069663	64.78873239436619	4.225352112676056	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
T4C	T4C_bin_30	bin_30	1435115	222	7348	40.91180154696948	67.6056338028169	7.042253521126761	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp002292265
T4C	T4C_bin_31	bin_31	1725396	180	13437	51.15817796636313	90.14084507042253	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA8317	UBA8317	UBA8317	UBA8317 sp002469865
